iE,itp,content
25,76,0.000000000000e+00
25,77,0.000000000000e+00
25,78,0.000000000000e+00
25,79,0.000000000000e+00
25,80,0.000000000000e+00
26,1,0.000000000000e+00
26,2,0.000000000000e+00
26,3,0.000000000000e+00
26,4,9.900000000000e+02
26,5,1.780000000000e+03
26,6,1.755000000000e+03
26,7,1.744000000000e+03
26,8,1.756000000000e+03
26,9,1.752000000000e+03
26,10,1.841000000000e+03
26,11,1.803000000000e+03
26,12,1.827000000000e+03
26,13,1.880000000000e+03
26,14,1.876000000000e+03
26,15,1.747000000000e+03
26,16,1.827000000000e+03
26,17,1.789000000000e+03
26,18,1.809000000000e+03
26,19,1.815000000000e+03
26,20,1.804000000000e+03
26,21,1.908000000000e+03
26,22,1.959000000000e+03
26,23,1.812000000000e+03
26,24,1.833000000000e+03
26,25,1.887000000000e+03
26,26,1.844000000000e+03
26,27,1.862000000000e+03
26,28,1.808000000000e+03
26,29,1.885000000000e+03
26,30,1.751000000000e+03
26,31,1.886000000000e+03
26,32,1.868000000000e+03
26,33,1.901000000000e+03
26,34,1.862000000000e+03
26,35,1.887000000000e+03
26,36,1.852000000000e+03
26,37,1.912000000000e+03
26,38,1.898000000000e+03
26,39,1.932000000000e+03
26,40,1.889000000000e+03
26,41,1.979000000000e+03
26,42,1.944000000000e+03
26,43,1.896000000000e+03
26,44,1.955000000000e+03
26,45,1.853000000000e+03
26,46,1.935000000000e+03
26,47,1.916000000000e+03
26,48,2.002000000000e+03
26,49,1.960000000000e+03
26,50,1.906000000000e+03
26,51,1.951000000000e+03
26,52,1.943000000000e+03
26,53,1.814000000000e+03
26,54,1.898000000000e+03
26,55,1.890000000000e+03
26,56,1.928000000000e+03
26,57,1.873000000000e+03
26,58,1.762000000000e+03
26,59,1.582000000000e+03
26,60,1.389000000000e+03
26,61,1.181000000000e+03
26,62,8.690000000000e+02
26,63,5.490000000000e+02
26,64,2.250000000000e+02
26,65,3.800000000000e+01
26,66,0.000000000000e+00
26,67,0.000000000000e+00
26,68,0.000000000000e+00
26,69,0.000000000000e+00
26,70,0.000000000000e+00
26,71,0.000000000000e+00
26,72,0.000000000000e+00
26,73,0.000000000000e+00
26,74,0.000000000000e+00
26,75,0.000000000000e+00
26,76,0.000000000000e+00
26,77,0.000000000000e+00
26,78,0.000000000000e+00
26,79,0.000000000000e+00
26,80,0.000000000000e+00
27,1,0.000000000000e+00
27,2,0.000000000000e+00
27,3,0.000000000000e+00
27,4,1.062000000000e+03
27,5,1.815000000000e+03
27,6,1.815000000000e+03
27,7,1.797000000000e+03
27,8,1.932000000000e+03
27,9,1.794000000000e+03
27,10,1.767000000000e+03
27,11,1.773000000000e+03
27,12,1.829000000000e+03
27,13,1.793000000000e+03
27,14,1.830000000000e+03
27,15,1.796000000000e+03
27,16,1.848000000000e+03
27,17,1.832000000000e+03
27,18,1.826000000000e+03
27,19,1.859000000000e+03
27,20,1.928000000000e+03
27,21,1.873000000000e+03
27,22,1.821000000000e+03
27,23,1.882000000000e+03
27,24,1.899000000000e+03
27,25,1.810000000000e+03
27,26,1.839000000000e+03
27,27,1.860000000000e+03
27,28,1.871000000000e+03
27,29,1.885000000000e+03
27,30,1.891000000000e+03
27,31,1.912000000000e+03
27,32,1.863000000000e+03
27,33,1.967000000000e+03
27,34,1.859000000000e+03
27,35,1.899000000000e+03
27,36,1.853000000000e+03
27,37,1.904000000000e+03
27,38,1.927000000000e+03
27,39,1.841000000000e+03
27,40,1.965000000000e+03
27,41,1.926000000000e+03
27,42,1.952000000000e+03
27,43,1.820000000000e+03
27,44,1.876000000000e+03
27,45,1.828000000000e+03
27,46,1.916000000000e+03
27,47,1.844000000000e+03
27,48,1.960000000000e+03
27,49,1.969000000000e+03
27,50,1.934000000000e+03
27,51,1.901000000000e+03
27,52,1.924000000000e+03
27,53,1.922000000000e+03
27,54,1.917000000000e+03
27,55,1.871000000000e+03
27,56,1.877000000000e+03
27,57,1.906000000000e+03
27,58,1.840000000000e+03
27,59,1.679000000000e+03
27,60,1.525000000000e+03
27,61,1.274000000000e+03
27,62,9.200000000000e+02
27,63,6.470000000000e+02
27,64,2.730000000000e+02
27,65,7.700000000000e+01
27,66,3.000000000000e+00
27,67,0.000000000000e+00
27,68,0.000000000000e+00
27,69,0.000000000000e+00
27,70,0.000000000000e+00
27,71,0.000000000000e+00
27,72,0.000000000000e+00
27,73,0.000000000000e+00
27,74,0.000000000000e+00
27,75,0.000000000000e+00
27,76,0.000000000000e+00
27,77,0.000000000000e+00
27,78,0.000000000000e+00
27,79,0.000000000000e+00
27,80,0.000000000000e+00
28,1,0.000000000000e+00
28,2,0.000000000000e+00
28,3,0.000000000000e+00
28,4,1.047000000000e+03
28,5,1.815000000000e+03
28,6,1.765000000000e+03
28,7,1.796000000000e+03
28,8,1.806000000000e+03
28,9,1.818000000000e+03
28,10,1.785000000000e+03
28,11,1.898000000000e+03
28,12,1.896000000000e+03
28,13,1.787000000000e+03
28,14,1.801000000000e+03
28,15,1.849000000000e+03
28,16,1.970000000000e+03
28,17,1.803000000000e+03
28,18,1.891000000000e+03
28,19,1.824000000000e+03
28,20,1.819000000000e+03
28,21,1.896000000000e+03
28,22,1.780000000000e+03
28,23,1.837000000000e+03
28,24,1.947000000000e+03
28,25,1.831000000000e+03
28,26,1.902000000000e+03
28,27,1.884000000000e+03
28,28,1.860000000000e+03
28,29,1.851000000000e+03
28,30,1.881000000000e+03
28,31,1.823000000000e+03
28,32,1.805000000000e+03
28,33,1.938000000000e+03
28,34,1.919000000000e+03
28,35,1.844000000000e+03
28,36,1.840000000000e+03
28,37,1.888000000000e+03
28,38,1.859000000000e+03
28,39,1.847000000000e+03
28,40,1.865000000000e+03
28,41,1.837000000000e+03
28,42,1.920000000000e+03
28,43,1.890000000000e+03
28,44,1.857000000000e+03
28,45,1.867000000000e+03
28,46,1.775000000000e+03
28,47,1.820000000000e+03
28,48,1.939000000000e+03
28,49,1.876000000000e+03
28,50,1.936000000000e+03
28,51,1.923000000000e+03
28,52,1.866000000000e+03
28,53,1.869000000000e+03
28,54,1.914000000000e+03
28,55,1.949000000000e+03
28,56,1.855000000000e+03
28,57,1.848000000000e+03
28,58,1.761000000000e+03
28,59,1.767000000000e+03
28,60,1.489000000000e+03
28,61,1.351000000000e+03
28,62,1.086000000000e+03
28,63,7.950000000000e+02
28,64,3.970000000000e+02
28,65,1.340000000000e+02
28,66,1.300000000000e+01
28,67,0.000000000000e+00
28,68,0.000000000000e+00
28,69,0.000000000000e+00
28,70,0.000000000000e+00
28,71,0.000000000000e+00
28,72,0.000000000000e+00
28,73,0.000000000000e+00
28,74,0.000000000000e+00
28,75,0.000000000000e+00
28,76,0.000000000000e+00
28,77,0.000000000000e+00
28,78,0.000000000000e+00
28,79,0.000000000000e+00
28,80,0.000000000000e+00
29,1,0.000000000000e+00
29,2,0.000000000000e+00
29,3,0.000000000000e+00
29,4,1.078000000000e+03
29,5,1.835000000000e+03
29,6,1.816000000000e+03
29,7,1.888000000000e+03
29,8,1.842000000000e+03
29,9,1.805000000000e+03
29,10,1.877000000000e+03
29,11,1.862000000000e+03
29,12,1.903000000000e+03
29,13,1.821000000000e+03
29,14,1.796000000000e+03
29,15,1.796000000000e+03
29,16,1.784000000000e+03
29,17,1.810000000000e+03
29,18,1.920000000000e+03
29,19,1.772000000000e+03
29,20,1.827000000000e+03
29,21,1.820000000000e+03
29,22,1.822000000000e+03
29,23,1.839000000000e+03
29,24,1.932000000000e+03
29,25,1.826000000000e+03
29,26,1.833000000000e+03
29,27,1.915000000000e+03
29,28,1.859000000000e+03
29,29,1.888000000000e+03
29,30,1.877000000000e+03
29,31,1.975000000000e+03
29,32,1.958000000000e+03
29,33,1.932000000000e+03
29,34,1.871000000000e+03
29,35,1.924000000000e+03
29,36,1.845000000000e+03
29,37,1.940000000000e+03
29,38,1.837000000000e+03
29,39,1.913000000000e+03
29,40,1.946000000000e+03
29,41,1.860000000000e+03
29,42,1.827000000000e+03
29,43,1.886000000000e+03
29,44,1.850000000000e+03
29,45,1.905000000000e+03
29,46,1.909000000000e+03
29,47,1.917000000000e+03
29,48,1.919000000000e+03
29,49,1.810000000000e+03
29,50,1.889000000000e+03
29,51,1.934000000000e+03
29,52,1.967000000000e+03
29,53,1.878000000000e+03
29,54,1.869000000000e+03
29,55,1.874000000000e+03
29,56,1.917000000000e+03
29,57,1.776000000000e+03
29,58,1.725000000000e+03
29,59,1.683000000000e+03
29,60,1.578000000000e+03
29,61,1.372000000000e+03
29,62,1.145000000000e+03
29,63,8.560000000000e+02
29,64,5.160000000000e+02
29,65,1.780000000000e+02
29,66,3.500000000000e+01
29,67,0.000000000000e+00
29,68,0.000000000000e+00
29,69,0.000000000000e+00
29,70,0.000000000000e+00
29,71,0.000000000000e+00
29,72,0.000000000000e+00
29,73,0.000000000000e+00
29,74,0.000000000000e+00
29,75,0.000000000000e+00
29,76,0.000000000000e+00
29,77,0.000000000000e+00
29,78,0.000000000000e+00
29,79,0.000000000000e+00
29,80,0.000000000000e+00
30,1,0.000000000000e+00
30,2,0.000000000000e+00
30,3,0.000000000000e+00
30,4,1.081000000000e+03
30,5,1.899000000000e+03
30,6,1.798000000000e+03
30,7,1.785000000000e+03
30,8,1.817000000000e+03
30,9,1.840000000000e+03
30,10,1.916000000000e+03
30,11,1.858000000000e+03
30,12,1.803000000000e+03
30,13,1.811000000000e+03
30,14,1.783000000000e+03
30,15,1.809000000000e+03
30,16,1.886000000000e+03
30,17,1.855000000000e+03
30,18,1.811000000000e+03
30,19,1.851000000000e+03
30,20,1.861000000000e+03
30,21,1.760000000000e+03
30,22,1.816000000000e+03
30,23,1.860000000000e+03
30,24,1.786000000000e+03
30,25,1.856000000000e+03
30,26,1.878000000000e+03
30,27,1.882000000000e+03
30,28,1.843000000000e+03
30,29,1.860000000000e+03
30,30,1.868000000000e+03
30,31,1.824000000000e+03
30,32,1.816000000000e+03
30,33,1.846000000000e+03
30,34,1.713000000000e+03
30,35,1.868000000000e+03
30,36,1.863000000000e+03
30,37,1.803000000000e+03
30,38,1.803000000000e+03
30,39,1.903000000000e+03
30,40,1.927000000000e+03
30,41,1.817000000000e+03
30,42,1.856000000000e+03
30,43,1.906000000000e+03
30,44,1.873000000000e+03
30,45,1.827000000000e+03
30,46,1.964000000000e+03
30,47,1.834000000000e+03
30,48,1.884000000000e+03
30,49,1.878000000000e+03
30,50,1.842000000000e+03
30,51,1.839000000000e+03
30,52,1.891000000000e+03
30,53,1.866000000000e+03
30,54,1.913000000000e+03
30,55,1.907000000000e+03
30,56,1.804000000000e+03
30,57,1.897000000000e+03
30,58,1.743000000000e+03
30,59,1.723000000000e+03
30,60,1.638000000000e+03
30,61,1.454000000000e+03
30,62,1.223000000000e+03
30,63,9.570000000000e+02
30,64,6.640000000000e+02
30,65,3.100000000000e+02
30,66,7.400000000000e+01
30,67,4.000000000000e+00
30,68,0.000000000000e+00
30,69,0.000000000000e+00
30,70,0.000000000000e+00
30,71,0.000000000000e+00
30,72,0.000000000000e+00
30,73,0.000000000000e+00
30,74,0.000000000000e+00
30,75,0.000000000000e+00
30,76,0.000000000000e+00
30,77,0.000000000000e+00
30,78,0.000000000000e+00
30,79,0.000000000000e+00
30,80,0.000000000000e+00
31,1,0.000000000000e+00
31,2,0.000000000000e+00
31,3,0.000000000000e+00
31,4,1.093000000000e+03
31,5,1.894000000000e+03
31,6,1.883000000000e+03
31,7,1.815000000000e+03
31,8,1.743000000000e+03
31,9,1.808000000000e+03
31,10,1.847000000000e+03
31,11,1.824000000000e+03
31,12,1.853000000000e+03
31,13,1.866000000000e+03
31,14,1.840000000000e+03
31,15,1.796000000000e+03
31,16,1.861000000000e+03
31,17,1.819000000000e+03
31,18,1.842000000000e+03
31,19,1.863000000000e+03
31,20,1.894000000000e+03
31,21,1.868000000000e+03
31,22,1.834000000000e+03
31,23,1.925000000000e+03
31,24,1.859000000000e+03
31,25,1.843000000000e+03
31,26,1.819000000000e+03
31,27,1.876000000000e+03
31,28,1.855000000000e+03
31,29,1.913000000000e+03
31,30,1.857000000000e+03
31,31,1.914000000000e+03
31,32,1.863000000000e+03
31,33,1.925000000000e+03
31,34,1.919000000000e+03
31,35,1.894000000000e+03
31,36,1.882000000000e+03
31,37,1.807000000000e+03
31,38,1.808000000000e+03
31,39,1.888000000000e+03
31,40,1.896000000000e+03
31,41,1.741000000000e+03
31,42,1.866000000000e+03
31,43,1.799000000000e+03
31,44,1.883000000000e+03
31,45,1.804000000000e+03
31,46,1.794000000000e+03
31,47,1.879000000000e+03
31,48,1.893000000000e+03
31,49,1.861000000000e+03
31,50,1.851000000000e+03
31,51,1.889000000000e+03
31,52,1.809000000000e+03
31,53,1.837000000000e+03
31,54,1.842000000000e+03
31,55,1.876000000000e+03
31,56,1.824000000000e+03
31,57,1.800000000000e+03
31,58,1.794000000000e+03
31,59,1.726000000000e+03
31,60,1.673000000000e+03
31,61,1.506000000000e+03
31,62,1.245000000000e+03
31,63,1.038000000000e+03
31,64,7.280000000000e+02
31,65,3.880000000000e+02
31,66,1.210000000000e+02
31,67,1.300000000000e+01
31,68,0.000000000000e+00
31,69,0.000000000000e+00
31,70,0.000000000000e+00
31,71,0.000000000000e+00
31,72,0.000000000000e+00
31,73,0.000000000000e+00
31,74,0.000000000000e+00
31,75,0.000000000000e+00
31,76,0.000000000000e+00
31,77,0.000000000000e+00
31,78,0.000000000000e+00
31,79,0.000000000000e+00
31,80,0.000000000000e+00
32,1,0.000000000000e+00
32,2,0.000000000000e+00
32,3,0.000000000000e+00
32,4,1.091000000000e+03
32,5,1.876000000000e+03
32,6,1.865000000000e+03
32,7,1.869000000000e+03
32,8,1.846000000000e+03
32,9,1.944000000000e+03
32,10,1.782000000000e+03
32,11,1.878000000000e+03
32,12,1.807000000000e+03
32,13,1.834000000000e+03
32,14,1.836000000000e+03
32,15,1.837000000000e+03
32,16,1.821000000000e+03
32,17,1.868000000000e+03
32,18,1.766000000000e+03
32,19,1.742000000000e+03
32,20,1.901000000000e+03
32,21,1.789000000000e+03
32,22,1.841000000000e+03
32,23,1.788000000000e+03
32,24,1.817000000000e+03
32,25,1.911000000000e+03
32,26,1.823000000000e+03
32,27,1.805000000000e+03
32,28,1.901000000000e+03
32,29,1.824000000000e+03
32,30,1.872000000000e+03
32,31,1.889000000000e+03
32,32,1.913000000000e+03
32,33,1.890000000000e+03
32,34,1.838000000000e+03
32,35,1.760000000000e+03
32,36,1.807000000000e+03
32,37,1.793000000000e+03
32,38,1.842000000000e+03
32,39,1.813000000000e+03
32,40,1.846000000000e+03
32,41,1.811000000000e+03
32,42,1.832000000000e+03
32,43,1.834000000000e+03
32,44,1.799000000000e+03
32,45,1.794000000000e+03
32,46,1.805000000000e+03
32,47,1.874000000000e+03
32,48,1.883000000000e+03
32,49,1.832000000000e+03
32,50,1.865000000000e+03
32,51,1.853000000000e+03
32,52,1.844000000000e+03
32,53,1.814000000000e+03
32,54,1.801000000000e+03
32,55,1.754000000000e+03
32,56,1.804000000000e+03
32,57,1.773000000000e+03
32,58,1.790000000000e+03
32,59,1.812000000000e+03
32,60,1.653000000000e+03
32,61,1.538000000000e+03
32,62,1.292000000000e+03
32,63,1.158000000000e+03
32,64,7.780000000000e+02
32,65,5.010000000000e+02
32,66,1.880000000000e+02
32,67,2.600000000000e+01
32,68,0.000000000000e+00
32,69,0.000000000000e+00
32,70,0.000000000000e+00
32,71,0.000000000000e+00
32,72,0.000000000000e+00
32,73,0.000000000000e+00
32,74,0.000000000000e+00
32,75,0.000000000000e+00
32,76,0.000000000000e+00
32,77,0.000000000000e+00
32,78,0.000000000000e+00
32,79,0.000000000000e+00
32,80,0.000000000000e+00
33,1,0.000000000000e+00
33,2,0.000000000000e+00
33,3,0.000000000000e+00
33,4,1.106000000000e+03
33,5,1.872000000000e+03
33,6,1.890000000000e+03
33,7,1.804000000000e+03
33,8,1.816000000000e+03
33,9,1.926000000000e+03
33,10,1.815000000000e+03
33,11,1.862000000000e+03
33,12,1.886000000000e+03
33,13,1.906000000000e+03
33,14,1.848000000000e+03
33,15,1.749000000000e+03
33,16,1.806000000000e+03
33,17,1.839000000000e+03
33,18,1.843000000000e+03
33,19,1.839000000000e+03
33,20,1.897000000000e+03
33,21,1.851000000000e+03
33,22,1.908000000000e+03
33,23,1.821000000000e+03
33,24,1.822000000000e+03
33,25,1.829000000000e+03
33,26,1.864000000000e+03
33,27,1.773000000000e+03
33,28,1.796000000000e+03
33,29,1.813000000000e+03
33,30,1.775000000000e+03
33,31,1.888000000000e+03
33,32,1.853000000000e+03
33,33,1.834000000000e+03
33,34,1.880000000000e+03
33,35,1.824000000000e+03
33,36,1.878000000000e+03
33,37,1.813000000000e+03
33,38,1.864000000000e+03
33,39,1.813000000000e+03
33,40,1.735000000000e+03
33,41,1.852000000000e+03
33,42,1.824000000000e+03
33,43,1.850000000000e+03
33,44,1.841000000000e+03
33,45,1.839000000000e+03
33,46,1.804000000000e+03
33,47,1.830000000000e+03
33,48,1.898000000000e+03
33,49,1.812000000000e+03
33,50,1.853000000000e+03
33,51,1.809000000000e+03
33,52,1.841000000000e+03
33,53,1.808000000000e+03
33,54,1.801000000000e+03
33,55,1.797000000000e+03
33,56,1.751000000000e+03
33,57,1.715000000000e+03
33,58,1.759000000000e+03
33,59,1.686000000000e+03
33,60,1.641000000000e+03
33,61,1.510000000000e+03
33,62,1.318000000000e+03
33,63,1.206000000000e+03
33,64,8.810000000000e+02
33,65,5.540000000000e+02
33,66,2.370000000000e+02
33,67,5.900000000000e+01
33,68,3.000000000000e+00
33,69,0.000000000000e+00
33,70,0.000000000000e+00
33,71,0.000000000000e+00
33,72,0.000000000000e+00
33,73,0.000000000000e+00
33,74,0.000000000000e+00
33,75,0.000000000000e+00
33,76,0.000000000000e+00
33,77,0.000000000000e+00
33,78,0.000000000000e+00
33,79,0.000000000000e+00
33,80,0.000000000000e+00
34,1,0.000000000000e+00
34,2,0.000000000000e+00
34,3,0.000000000000e+00
34,4,9.730000000000e+02
34,5,1.926000000000e+03
34,6,1.889000000000e+03
34,7,1.876000000000e+03
34,8,1.857000000000e+03
34,9,1.767000000000e+03
34,10,1.802000000000e+03
34,11,1.808000000000e+03
34,12,1.862000000000e+03
34,13,1.829000000000e+03
34,14,1.848000000000e+03
34,15,1.858000000000e+03
34,16,1.890000000000e+03
34,17,1.854000000000e+03
34,18,1.842000000000e+03
34,19,1.832000000000e+03
34,20,1.773000000000e+03
34,21,1.776000000000e+03
34,22,1.754000000000e+03
34,23,1.856000000000e+03
34,24,1.836000000000e+03
34,25,1.864000000000e+03
34,26,1.860000000000e+03
34,27,1.874000000000e+03
34,28,1.880000000000e+03
34,29,1.804000000000e+03
34,30,1.849000000000e+03
34,31,1.851000000000e+03
34,32,1.776000000000e+03
34,33,1.794000000000e+03
34,34,1.820000000000e+03
34,35,1.834000000000e+03
34,36,1.871000000000e+03
34,37,1.709000000000e+03
34,38,1.821000000000e+03
34,39,1.776000000000e+03
34,40,1.835000000000e+03
34,41,1.855000000000e+03
34,42,1.761000000000e+03
34,43,1.840000000000e+03
34,44,1.758000000000e+03
34,45,1.769000000000e+03
34,46,1.831000000000e+03
34,47,1.789000000000e+03
34,48,1.808000000000e+03
34,49,1.804000000000e+03
34,50,1.766000000000e+03
34,51,1.740000000000e+03
34,52,1.779000000000e+03
34,53,1.820000000000e+03
34,54,1.819000000000e+03
34,55,1.754000000000e+03
34,56,1.848000000000e+03
34,57,1.836000000000e+03
34,58,1.834000000000e+03
34,59,1.697000000000e+03
34,60,1.706000000000e+03
34,61,1.536000000000e+03
34,62,1.484000000000e+03
34,63,1.214000000000e+03
34,64,9.400000000000e+02
34,65,6.250000000000e+02
34,66,3.340000000000e+02
34,67,1.080000000000e+02
34,68,1.200000000000e+01
34,69,1.000000000000e+00
34,70,0.000000000000e+00
34,71,0.000000000000e+00
34,72,0.000000000000e+00
34,73,0.000000000000e+00
34,74,0.000000000000e+00
34,75,0.000000000000e+00
34,76,0.000000000000e+00
34,77,0.000000000000e+00
34,78,0.000000000000e+00
34,79,0.000000000000e+00
34,80,0.000000000000e+00
35,1,0.000000000000e+00
35,2,0.000000000000e+00
35,3,0.000000000000e+00
35,4,1.700000000000e+02
35,5,1.750000000000e+03
35,6,1.918000000000e+03
35,7,1.965000000000e+03
35,8,1.875000000000e+03
35,9,1.867000000000e+03
35,10,1.886000000000e+03
35,11,1.850000000000e+03
35,12,1.809000000000e+03
35,13,1.814000000000e+03
35,14,1.860000000000e+03
35,15,1.786000000000e+03
35,16,1.809000000000e+03
35,17,1.809000000000e+03
35,18,1.775000000000e+03
35,19,1.756000000000e+03
35,20,1.857000000000e+03
35,21,1.922000000000e+03
35,22,1.837000000000e+03
35,23,1.823000000000e+03
35,24,1.831000000000e+03
35,25,1.707000000000e+03
35,26,1.822000000000e+03
35,27,1.800000000000e+03
35,28,1.834000000000e+03
35,29,1.794000000000e+03
35,30,1.746000000000e+03
35,31,1.789000000000e+03
35,32,1.881000000000e+03
35,33,1.780000000000e+03
35,34,1.803000000000e+03
35,35,1.751000000000e+03
35,36,1.743000000000e+03
35,37,1.746000000000e+03
35,38,1.760000000000e+03
35,39,1.776000000000e+03
35,40,1.811000000000e+03
35,41,1.880000000000e+03
35,42,1.766000000000e+03
35,43,1.841000000000e+03
35,44,1.766000000000e+03
35,45,1.811000000000e+03
35,46,1.868000000000e+03
35,47,1.842000000000e+03
35,48,1.837000000000e+03
35,49,1.777000000000e+03
35,50,1.759000000000e+03
35,51,1.788000000000e+03
35,52,1.860000000000e+03
35,53,1.793000000000e+03
35,54,1.704000000000e+03
35,55,1.799000000000e+03
35,56,1.790000000000e+03
35,57,1.783000000000e+03
35,58,1.799000000000e+03
35,59,1.684000000000e+03
35,60,1.725000000000e+03
35,61,1.603000000000e+03
35,62,1.436000000000e+03
35,63,1.261000000000e+03
35,64,1.031000000000e+03
35,65,7.270000000000e+02
35,66,4.670000000000e+02
35,67,1.410000000000e+02
35,68,2.800000000000e+01
35,69,0.000000000000e+00
35,70,0.000000000000e+00
35,71,0.000000000000e+00
35,72,0.000000000000e+00
35,73,0.000000000000e+00
35,74,0.000000000000e+00
35,75,0.000000000000e+00
35,76,0.000000000000e+00
35,77,0.000000000000e+00
35,78,0.000000000000e+00
35,79,0.000000000000e+00
35,80,0.000000000000e+00
36,1,0.000000000000e+00
36,2,0.000000000000e+00
36,3,0.000000000000e+00
36,4,0.000000000000e+00
36,5,6.810000000000e+02
36,6,1.906000000000e+03
36,7,1.904000000000e+03
36,8,1.872000000000e+03
36,9,1.844000000000e+03
36,10,1.796000000000e+03
36,11,1.836000000000e+03
36,12,1.835000000000e+03
36,13,1.822000000000e+03
36,14,1.835000000000e+03
36,15,1.825000000000e+03
36,16,1.804000000000e+03
36,17,1.828000000000e+03
36,18,1.746000000000e+03
36,19,1.748000000000e+03
36,20,1.845000000000e+03
36,21,1.735000000000e+03
36,22,1.833000000000e+03
36,23,1.774000000000e+03
36,24,1.875000000000e+03
36,25,1.826000000000e+03
36,26,1.812000000000e+03
36,27,1.836000000000e+03
36,28,1.795000000000e+03
36,29,1.796000000000e+03
36,30,1.857000000000e+03
36,31,1.701000000000e+03
36,32,1.826000000000e+03
36,33,1.751000000000e+03
36,34,1.823000000000e+03
36,35,1.835000000000e+03
36,36,1.779000000000e+03
36,37,1.775000000000e+03
36,38,1.782000000000e+03
36,39,1.796000000000e+03
36,40,1.900000000000e+03
36,41,1.775000000000e+03
36,42,1.809000000000e+03
36,43,1.764000000000e+03
36,44,1.834000000000e+03
36,45,1.796000000000e+03
36,46,1.833000000000e+03
36,47,1.754000000000e+03
36,48,1.742000000000e+03
36,49,1.701000000000e+03
36,50,1.763000000000e+03
36,51,1.768000000000e+03
36,52,1.737000000000e+03
36,53,1.753000000000e+03
36,54,1.780000000000e+03
36,55,1.738000000000e+03
36,56,1.761000000000e+03
36,57,1.714000000000e+03
36,58,1.724000000000e+03
36,59,1.710000000000e+03
36,60,1.605000000000e+03
36,61,1.553000000000e+03
36,62,1.437000000000e+03
36,63,1.220000000000e+03
36,64,1.065000000000e+03
36,65,8.030000000000e+02
36,66,5.220000000000e+02
36,67,2.200000000000e+02
36,68,3.800000000000e+01
36,69,1.000000000000e+00
36,70,0.000000000000e+00
36,71,0.000000000000e+00
36,72,0.000000000000e+00
36,73,0.000000000000e+00
36,74,0.000000000000e+00
36,75,0.000000000000e+00
36,76,0.000000000000e+00
36,77,0.000000000000e+00
36,78,0.000000000000e+00
36,79,0.000000000000e+00
36,80,0.000000000000e+00
37,1,0.000000000000e+00
37,2,0.000000000000e+00
37,3,0.000000000000e+00
37,4,0.000000000000e+00
37,5,2.800000000000e+01
37,6,1.150000000000e+03
37,7,1.824000000000e+03
37,8,1.874000000000e+03
37,9,1.833000000000e+03
37,10,1.904000000000e+03
37,11,1.948000000000e+03
37,12,1.861000000000e+03
37,13,1.841000000000e+03
37,14,1.793000000000e+03
37,15,1.852000000000e+03
37,16,1.782000000000e+03
37,17,1.804000000000e+03
37,18,1.788000000000e+03
37,19,1.838000000000e+03
37,20,1.778000000000e+03
37,21,1.799000000000e+03
37,22,1.813000000000e+03
37,23,1.830000000000e+03
37,24,1.769000000000e+03
37,25,1.758000000000e+03
37,26,1.793000000000e+03
37,27,1.826000000000e+03
37,28,1.826000000000e+03
37,29,1.759000000000e+03
37,30,1.759000000000e+03
37,31,1.908000000000e+03
37,32,1.717000000000e+03
37,33,1.761000000000e+03
37,34,1.790000000000e+03
37,35,1.770000000000e+03
37,36,1.750000000000e+03
37,37,1.802000000000e+03
37,38,1.752000000000e+03
37,39,1.731000000000e+03
37,40,1.732000000000e+03
37,41,1.714000000000e+03
37,42,1.740000000000e+03
37,43,1.754000000000e+03
37,44,1.766000000000e+03
37,45,1.834000000000e+03
37,46,1.833000000000e+03
37,47,1.757000000000e+03
37,48,1.740000000000e+03
37,49,1.753000000000e+03
37,50,1.721000000000e+03
37,51,1.806000000000e+03
37,52,1.699000000000e+03
37,53,1.789000000000e+03
37,54,1.723000000000e+03
37,55,1.793000000000e+03
37,56,1.775000000000e+03
37,57,1.699000000000e+03
37,58,1.746000000000e+03
37,59,1.647000000000e+03
37,60,1.624000000000e+03
37,61,1.598000000000e+03
37,62,1.476000000000e+03
37,63,1.311000000000e+03
37,64,1.156000000000e+03
37,65,8.280000000000e+02
37,66,5.810000000000e+02
37,67,2.680000000000e+02
37,68,6.900000000000e+01
37,69,3.000000000000e+00
37,70,0.000000000000e+00
37,71,0.000000000000e+00
37,72,0.000000000000e+00
37,73,0.000000000000e+00
37,74,0.000000000000e+00
37,75,0.000000000000e+00
37,76,0.000000000000e+00
37,77,0.000000000000e+00
37,78,0.000000000000e+00
37,79,0.000000000000e+00
37,80,0.000000000000e+00
38,1,0.000000000000e+00
38,2,0.000000000000e+00
38,3,0.000000000000e+00
38,4,1.000000000000e+00
38,5,1.000000000000e+00
38,6,1.450000000000e+02
38,7,1.429000000000e+03
38,8,1.985000000000e+03
38,9,1.880000000000e+03
38,10,1.895000000000e+03
38,11,1.846000000000e+03
38,12,1.787000000000e+03
38,13,1.884000000000e+03
38,14,1.798000000000e+03
38,15,1.838000000000e+03
38,16,1.882000000000e+03
38,17,1.800000000000e+03
38,18,1.793000000000e+03
38,19,1.905000000000e+03
38,20,1.821000000000e+03
38,21,1.785000000000e+03
38,22,1.814000000000e+03
38,23,1.828000000000e+03
38,24,1.713000000000e+03
38,25,1.817000000000e+03
38,26,1.688000000000e+03
38,27,1.830000000000e+03
38,28,1.863000000000e+03
38,29,1.857000000000e+03
38,30,1.697000000000e+03
38,31,1.678000000000e+03
38,32,1.774000000000e+03
38,33,1.799000000000e+03
38,34,1.759000000000e+03
